time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,breakdown_topic,breakdown,trainee_number,trainee_percentage
202223,Academic year,National,E92000001,England,History,Total,Total Postgraduates,1126,100
202223,Academic year,National,E92000001,England,Mathematics,Total,Postgraduates in scope of target,1799,z
202223,Academic year,National,E92000001,England,Mathematics,Target,Postgraduate ITT Target,2040,88
202223,Academic year,National,E92000001,England,Mathematics,Total,Total Postgraduates,1869,100
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Postgraduates in scope of target,709,z
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Target,Postgraduate ITT Target,2140,33
202223,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total Postgraduates,763,100
202223,Academic year,National,E92000001,England,Music,Total,Postgraduates in scope of target,292,z
202223,Academic year,National,E92000001,England,Music,Target,Postgraduate ITT Target,470,62
202223,Academic year,National,E92000001,England,Music,Total,Total Postgraduates,318,100
202223,Academic year,National,E92000001,England,Other,Total,Postgraduates in scope of target,391,z
202223,Academic year,National,E92000001,England,Other,Target,Postgraduate ITT Target,2240,17
202223,Academic year,National,E92000001,England,Other,Total,Total Postgraduates,401,100
202223,Academic year,National,E92000001,England,Physical Education,Total,Postgraduates in scope of target,1393,z
202223,Academic year,National,E92000001,England,Physical Education,Target,Postgraduate ITT Target,980,142
202223,Academic year,National,E92000001,England,Physical Education,Total,Total Postgraduates,1499,100
202223,Academic year,National,E92000001,England,Physics,Total,Postgraduates in scope of target,427,z
202223,Academic year,National,E92000001,England,Physics,Target,Postgraduate ITT Target,2610,16
202223,Academic year,National,E92000001,England,Physics,Total,Total Postgraduates,457,100
202223,Academic year,National,E92000001,England,Religious Education,Total,Postgraduates in scope of target,336,z
202223,Academic year,National,E92000001,England,Religious Education,Target,Postgraduate ITT Target,450,75
202223,Academic year,National,E92000001,England,Religious Education,Total,Total Postgraduates,353,100
202223,Academic year,National,E92000001,England,Primary,Total,Postgraduates in scope of target,10638,z
202223,Academic year,National,E92000001,England,Primary,Target,Postgraduate ITT Target,11655,91
202223,Academic year,National,E92000001,England,Primary,Total,Total Postgraduates,11010,100
202223,Academic year,National,E92000001,England,Secondary,Total,Postgraduates in scope of target,12023,z
202223,Academic year,National,E92000001,England,Secondary,Target,Postgraduate ITT Target,20945,57
202223,Academic year,National,E92000001,England,Secondary,Total,Total Postgraduates,12596,100
202223,Academic year,National,E92000001,England,STEM Subjects,Total,Postgraduates in scope of target,3935,z
202223,Academic year,National,E92000001,England,STEM Subjects,Target,Postgraduate ITT Target,7460,53
202223,Academic year,National,E92000001,England,STEM Subjects,Total,Total Postgraduates,4108,100
202223,Academic year,National,E92000001,England,Total,Total,Postgraduates in scope of target,22661,z
202223,Academic year,National,E92000001,England,Total,Target,Postgraduate ITT Target,32600,70
202223,Academic year,National,E92000001,England,Total,Total,Total Postgraduates,23606,100
202324,Academic year,National,E92000001,England,Art & Design,Total,Postgraduates in scope of target,369,z
202324,Academic year,National,E92000001,England,Art & Design,Target,Postgraduate ITT Target,825,45
202324,Academic year,National,E92000001,England,Art & Design,Total,Total Postgraduates,401,100
202324,Academic year,National,E92000001,England,Biology,Total,Postgraduates in scope of target,922,z
202324,Academic year,National,E92000001,England,Biology,Target,Postgraduate ITT Target,1050,88
202324,Academic year,National,E92000001,England,Biology,Total,Total Postgraduates,948,100
202324,Academic year,National,E92000001,England,Business Studies,Total,Postgraduates in scope of target,198,z
202324,Academic year,National,E92000001,England,Business Studies,Target,Postgraduate ITT Target,1195,17
202324,Academic year,National,E92000001,England,Business Studies,Total,Total Postgraduates,226,100
202324,Academic year,National,E92000001,England,Chemistry,Total,Postgraduates in scope of target,754,z
202324,Academic year,National,E92000001,England,Chemistry,Target,Postgraduate ITT Target,1195,63
202324,Academic year,National,E92000001,England,Chemistry,Total,Total Postgraduates,776,100
202324,Academic year,National,E92000001,England,Classics,Total,Postgraduates in scope of target,48,z
202324,Academic year,National,E92000001,England,Classics,Target,Postgraduate ITT Target,25,192
202324,Academic year,National,E92000001,England,Classics,Total,Total Postgraduates,69,100
202324,Academic year,National,E92000001,England,Computing,Total,Postgraduates in scope of target,411,z
202324,Academic year,National,E92000001,England,Computing,Target,Postgraduate ITT Target,1170,35
202324,Academic year,National,E92000001,England,Computing,Total,Total Postgraduates,422,100
202324,Academic year,National,E92000001,England,Design & Technology,Total,Postgraduates in scope of target,573,z
202324,Academic year,National,E92000001,England,Design & Technology,Target,Postgraduate ITT Target,2110,27
202324,Academic year,National,E92000001,England,Design & Technology,Total,Total Postgraduates,589,100
202324,Academic year,National,E92000001,England,Drama,Total,Postgraduates in scope of target,226,z
202324,Academic year,National,E92000001,England,Drama,Target,Postgraduate ITT Target,300,75
202324,Academic year,National,E92000001,England,Drama,Total,Total Postgraduates,242,100
202324,Academic year,National,E92000001,England,English,Total,Postgraduates in scope of target,2189,z
202324,Academic year,National,E92000001,England,English,Target,Postgraduate ITT Target,3035,72
202324,Academic year,National,E92000001,England,English,Total,Total Postgraduates,2260,100
202324,Academic year,National,E92000001,England,Geography,Total,Postgraduates in scope of target,822,z
202324,Academic year,National,E92000001,England,Geography,Target,Postgraduate ITT Target,1485,55
202324,Academic year,National,E92000001,England,Geography,Total,Total Postgraduates,839,100
202324,Academic year,National,E92000001,England,History,Total,Postgraduates in scope of target,931,z
202324,Academic year,National,E92000001,England,History,Target,Postgraduate ITT Target,800,116
202324,Academic year,National,E92000001,England,History,Total,Total Postgraduates,968,100
202324,Academic year,National,E92000001,England,Mathematics,Total,Postgraduates in scope of target,1804,z
202324,Academic year,National,E92000001,England,Mathematics,Target,Postgraduate ITT Target,2960,61
202324,Academic year,National,E92000001,England,Mathematics,Total,Total Postgraduates,1877,100
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Postgraduates in scope of target,949,z
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Target,Postgraduate ITT Target,2960,32
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total Postgraduates,1036,100
202324,Academic year,National,E92000001,England,Music,Total,Postgraduates in scope of target,216,z
202324,Academic year,National,E92000001,England,Music,Target,Postgraduate ITT Target,790,27
202324,Academic year,National,E92000001,England,Music,Total,Total Postgraduates,238,100
202324,Academic year,National,E92000001,England,Other,Total,Postgraduates in scope of target,296,z
202324,Academic year,National,E92000001,England,Other,Target,Postgraduate ITT Target,2250,13
202324,Academic year,National,E92000001,England,Other,Total,Total Postgraduates,322,100
202324,Academic year,National,E92000001,England,Physical Education,Total,Postgraduates in scope of target,1323,z
202324,Academic year,National,E92000001,England,Physical Education,Target,Postgraduate ITT Target,735,180
202324,Academic year,National,E92000001,England,Physical Education,Total,Total Postgraduates,1487,100
202324,Academic year,National,E92000001,England,Physics,Total,Postgraduates in scope of target,466,z
202324,Academic year,National,E92000001,England,Physics,Target,Postgraduate ITT Target,2820,17
202324,Academic year,National,E92000001,England,Physics,Total,Total Postgraduates,564,100
202324,Academic year,National,E92000001,England,Religious Education,Total,Postgraduates in scope of target,269,z
202324,Academic year,National,E92000001,England,Religious Education,Target,Postgraduate ITT Target,655,41
202324,Academic year,National,E92000001,England,Religious Education,Total,Total Postgraduates,287,100
202324,Academic year,National,E92000001,England,Primary,Total,Postgraduates in scope of target,8644,z
202324,Academic year,National,E92000001,England,Primary,Target,Postgraduate ITT Target,9180,94
202324,Academic year,National,E92000001,England,Primary,Total,Total Postgraduates,9125,100
202324,Academic year,National,E92000001,England,Secondary,Total,Postgraduates in scope of target,12766,z
202324,Academic year,National,E92000001,England,Secondary,Target,Postgraduate ITT Target,26360,48
202324,Academic year,National,E92000001,England,Secondary,Total,Total Postgraduates,13551,100
202324,Academic year,National,E92000001,England,STEM Subjects,Total,Postgraduates in scope of target,4357,z
202324,Academic year,National,E92000001,England,STEM Subjects,Target,Postgraduate ITT Target,9195,47
202324,Academic year,National,E92000001,England,STEM Subjects,Total,Total Postgraduates,4587,100
202324,Academic year,National,E92000001,England,Total,Total,Postgraduates in scope of target,21410,z
202324,Academic year,National,E92000001,England,Total,Target,Postgraduate ITT Target,35540,60
202324,Academic year,National,E92000001,England,Total,Total,Total Postgraduates,22676,100
202425,Academic year,National,E92000001,England,Art & Design,Total,Postgraduates in scope of target,701,z
202425,Academic year,National,E92000001,England,Art & Design,Target,Postgraduate ITT Target,1095,64
202425,Academic year,National,E92000001,England,Art & Design,Total,Total Postgraduates,722,100
202425,Academic year,National,E92000001,England,Biology,Total,Postgraduates in scope of target,1294,z
202425,Academic year,National,E92000001,England,Biology,Target,Postgraduate ITT Target,1120,116
202425,Academic year,National,E92000001,England,Biology,Total,Total Postgraduates,1314,100
202425,Academic year,National,E92000001,England,Business Studies,Total,Postgraduates in scope of target,191,z
202425,Academic year,National,E92000001,England,Business Studies,Target,Postgraduate ITT Target,1200,16
202425,Academic year,National,E92000001,England,Business Studies,Total,Total Postgraduates,214,100
202425,Academic year,National,E92000001,England,Chemistry,Total,Postgraduates in scope of target,748,z
202425,Academic year,National,E92000001,England,Chemistry,Target,Postgraduate ITT Target,1220,61
202425,Academic year,National,E92000001,England,Chemistry,Total,Total Postgraduates,760,100
202425,Academic year,National,E92000001,England,Classics,Total,Postgraduates in scope of target,49,z
202425,Academic year,National,E92000001,England,Classics,Target,Postgraduate ITT Target,20,245
202425,Academic year,National,E92000001,England,Classics,Total,Total Postgraduates,54,100
202425,Academic year,National,E92000001,England,Computing,Total,Postgraduates in scope of target,488,z
202425,Academic year,National,E92000001,England,Computing,Target,Postgraduate ITT Target,1330,37
202425,Academic year,National,E92000001,England,Computing,Total,Total Postgraduates,496,100
202425,Academic year,National,E92000001,England,Design & Technology,Total,Postgraduates in scope of target,612,z
202425,Academic year,National,E92000001,England,Design & Technology,Target,Postgraduate ITT Target,1565,39
202425,Academic year,National,E92000001,England,Design & Technology,Total,Total Postgraduates,622,100
202425,Academic year,National,E92000001,England,Drama,Total,Postgraduates in scope of target,210,z
202425,Academic year,National,E92000001,England,Drama,Target,Postgraduate ITT Target,450,47
202425,Academic year,National,E92000001,England,Drama,Total,Total Postgraduates,220,100
202425,Academic year,National,E92000001,England,English,Total,Postgraduates in scope of target,2273,z
202425,Academic year,National,E92000001,England,English,Target,Postgraduate ITT Target,2290,99
202425,Academic year,National,E92000001,England,English,Total,Total Postgraduates,2316,100
202425,Academic year,National,E92000001,England,Geography,Total,Postgraduates in scope of target,855,z
202425,Academic year,National,E92000001,England,Geography,Target,Postgraduate ITT Target,945,90
202425,Academic year,National,E92000001,England,Geography,Total,Total Postgraduates,868,100
202425,Academic year,National,E92000001,England,History,Total,Postgraduates in scope of target,877,z
202425,Academic year,National,E92000001,England,History,Target,Postgraduate ITT Target,725,121
202425,Academic year,National,E92000001,England,History,Total,Total Postgraduates,908,100
202425,Academic year,National,E92000001,England,Mathematics,Total,Postgraduates in scope of target,2157,z
202425,Academic year,National,E92000001,England,Mathematics,Target,Postgraduate ITT Target,3065,70
202425,Academic year,National,E92000001,England,Mathematics,Total,Total Postgraduates,2225,100
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Postgraduates in scope of target,1077,z
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Target,Postgraduate ITT Target,2540,42
202425,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total Postgraduates,1179,100
202425,Academic year,National,E92000001,England,Music,Total,Postgraduates in scope of target,325,z
202425,Academic year,National,E92000001,England,Music,Target,Postgraduate ITT Target,820,40
202425,Academic year,National,E92000001,England,Music,Total,Total Postgraduates,345,100
202425,Academic year,National,E92000001,England,Other,Total,Postgraduates in scope of target,313,z
202425,Academic year,National,E92000001,England,Other,Target,Postgraduate ITT Target,2115,15
202425,Academic year,National,E92000001,England,Other,Total,Total Postgraduates,330,100
202425,Academic year,National,E92000001,England,Physical Education,Total,Postgraduates in scope of target,1332,z
202425,Academic year,National,E92000001,England,Physical Education,Target,Postgraduate ITT Target,625,213
202425,Academic year,National,E92000001,England,Physical Education,Total,Total Postgraduates,1422,100
202425,Academic year,National,E92000001,England,Physics,Total,Postgraduates in scope of target,679,z
202425,Academic year,National,E92000001,England,Physics,Target,Postgraduate ITT Target,2250,30
202425,Academic year,National,E92000001,England,Physics,Total,Total Postgraduates,798,100
202425,Academic year,National,E92000001,England,Religious Education,Total,Postgraduates in scope of target,451,z
202425,Academic year,National,E92000001,England,Religious Education,Target,Postgraduate ITT Target,580,78
202425,Academic year,National,E92000001,England,Religious Education,Total,Total Postgraduates,462,100
202425,Academic year,National,E92000001,England,Primary,Total,Postgraduates in scope of target,8473,z
202425,Academic year,National,E92000001,England,Primary,Target,Postgraduate ITT Target,9400,90
202425,Academic year,National,E92000001,England,Primary,Total,Total Postgraduates,8853,100
202425,Academic year,National,E92000001,England,Secondary,Total,Postgraduates in scope of target,14632,z
202425,Academic year,National,E92000001,England,Secondary,Target,Postgraduate ITT Target,23955,61
202425,Academic year,National,E92000001,England,Secondary,Total,Total Postgraduates,15255,100
202425,Academic year,National,E92000001,England,STEM Subjects,Total,Postgraduates in scope of target,5366,z
202425,Academic year,National,E92000001,England,STEM Subjects,Target,Postgraduate ITT Target,8965,60
202425,Academic year,National,E92000001,England,STEM Subjects,Total,Total Postgraduates,5593,100
202425,Academic year,National,E92000001,England,Total,Total,Postgraduates in scope of target,23105,z
202425,Academic year,National,E92000001,England,Total,Target,Postgraduate ITT Target,33355,69
202425,Academic year,National,E92000001,England,Total,Total,Total Postgraduates,24108,100
202526,Academic year,National,E92000001,England,Art & Design,Total,Postgraduates in scope of target,872,z
202526,Academic year,National,E92000001,England,Art & Design,Target,Postgraduate ITT Target,680,128
202526,Academic year,National,E92000001,England,Art & Design,Total,Total Postgraduates,872,100
202526,Academic year,National,E92000001,England,Biology,Total,Postgraduates in scope of target,1489,z
202526,Academic year,National,E92000001,England,Biology,Target,Postgraduate ITT Target,985,151
202526,Academic year,National,E92000001,England,Biology,Total,Total Postgraduates,1489,100
202526,Academic year,National,E92000001,England,Business Studies,Total,Postgraduates in scope of target,271,z
202526,Academic year,National,E92000001,England,Business Studies,Target,Postgraduate ITT Target,900,30
202526,Academic year,National,E92000001,England,Business Studies,Total,Total Postgraduates,271,100
202526,Academic year,National,E92000001,England,Chemistry,Total,Postgraduates in scope of target,864,z
202526,Academic year,National,E92000001,England,Chemistry,Target,Postgraduate ITT Target,730,118
202526,Academic year,National,E92000001,England,Chemistry,Total,Total Postgraduates,864,100
202526,Academic year,National,E92000001,England,Classics,Total,Postgraduates in scope of target,44,z
202526,Academic year,National,E92000001,England,Classics,Target,Postgraduate ITT Target,60,73
202526,Academic year,National,E92000001,England,Classics,Total,Total Postgraduates,44,100
202526,Academic year,National,E92000001,England,Computing,Total,Postgraduates in scope of target,715,z
202526,Academic year,National,E92000001,England,Computing,Target,Postgraduate ITT Target,895,80
202526,Academic year,National,E92000001,England,Computing,Total,Total Postgraduates,715,100
202526,Academic year,National,E92000001,England,Design & Technology,Total,Postgraduates in scope of target,680,z
202526,Academic year,National,E92000001,England,Design & Technology,Target,Postgraduate ITT Target,965,70
202526,Academic year,National,E92000001,England,Design & Technology,Total,Total Postgraduates,680,100
202526,Academic year,National,E92000001,England,Drama,Total,Postgraduates in scope of target,255,z
202526,Academic year,National,E92000001,England,Drama,Target,Postgraduate ITT Target,620,41
202526,Academic year,National,E92000001,England,Drama,Total,Total Postgraduates,255,100
202526,Academic year,National,E92000001,England,English,Total,Postgraduates in scope of target,2059,z
202526,Academic year,National,E92000001,England,English,Target,Postgraduate ITT Target,1950,106
202526,Academic year,National,E92000001,England,English,Total,Total Postgraduates,2059,100
202526,Academic year,National,E92000001,England,Geography,Total,Postgraduates in scope of target,1035,z
202526,Academic year,National,E92000001,England,Geography,Target,Postgraduate ITT Target,935,111
202526,Academic year,National,E92000001,England,Geography,Total,Total Postgraduates,1035,100
202526,Academic year,National,E92000001,England,History,Total,Postgraduates in scope of target,989,z
202526,Academic year,National,E92000001,England,History,Target,Postgraduate ITT Target,790,125
202526,Academic year,National,E92000001,England,History,Total,Total Postgraduates,989,100
202526,Academic year,National,E92000001,England,Mathematics,Total,Postgraduates in scope of target,2588,z
202526,Academic year,National,E92000001,England,Mathematics,Target,Postgraduate ITT Target,2300,113
202526,Academic year,National,E92000001,England,Mathematics,Total,Total Postgraduates,2588,100
202526,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Postgraduates in scope of target,1364,z
202526,Academic year,National,E92000001,England,Modern Foreign Languages,Target,Postgraduate ITT Target,1460,93
202526,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total Postgraduates,1364,100
202526,Academic year,National,E92000001,England,Music,Total,Postgraduates in scope of target,367,z
202526,Academic year,National,E92000001,England,Music,Target,Postgraduate ITT Target,565,65
202526,Academic year,National,E92000001,England,Music,Total,Total Postgraduates,367,100
202526,Academic year,National,E92000001,England,Other,Total,Postgraduates in scope of target,348,z
202526,Academic year,National,E92000001,England,Other,Target,Postgraduate ITT Target,2520,14
202526,Academic year,National,E92000001,England,Other,Total,Total Postgraduates,348,100
202526,Academic year,National,E92000001,England,Physical Education,Total,Postgraduates in scope of target,1466,z
202526,Academic year,National,E92000001,England,Physical Education,Target,Postgraduate ITT Target,725,202
202526,Academic year,National,E92000001,England,Physical Education,Total,Total Postgraduates,1466,100
202526,Academic year,National,E92000001,England,Physics,Total,Postgraduates in scope of target,1086,z
202526,Academic year,National,E92000001,England,Physics,Target,Postgraduate ITT Target,1410,77
202526,Academic year,National,E92000001,England,Physics,Total,Total Postgraduates,1086,100
202526,Academic year,National,E92000001,England,Religious Education,Total,Postgraduates in scope of target,483,z
202526,Academic year,National,E92000001,England,Religious Education,Target,Postgraduate ITT Target,780,62
202526,Academic year,National,E92000001,England,Religious Education,Total,Total Postgraduates,483,100
202526,Academic year,National,E92000001,England,Primary,Total,Postgraduates in scope of target,9645,z
202526,Academic year,National,E92000001,England,Primary,Target,Postgraduate ITT Target,7650,126
202526,Academic year,National,E92000001,England,Primary,Total,Total Postgraduates,9645,100
202526,Academic year,National,E92000001,England,Secondary,Total,Postgraduates in scope of target,16975,z
202526,Academic year,National,E92000001,England,Secondary,Target,Postgraduate ITT Target,19270,88
202526,Academic year,National,E92000001,England,Secondary,Total,Total Postgraduates,16975,100
202526,Academic year,National,E92000001,England,STEM Subjects,Total,Postgraduates in scope of target,6742,z
202526,Academic year,National,E92000001,England,STEM Subjects,Target,Postgraduate ITT Target,6320,107
202526,Academic year,National,E92000001,England,STEM Subjects,Total,Total Postgraduates,6742,100
202526,Academic year,National,E92000001,England,Total,Total,Postgraduates in scope of target,26620,z
202526,Academic year,National,E92000001,England,Total,Target,Postgraduate ITT Target,26920,99
202526,Academic year,National,E92000001,England,Total,Total,Total Postgraduates,26620,100
